"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0072659","protein localization to plasma membrane","60/2428","283/18800",6.32135471989124e-05,0.00178560751781727,0.00141629542801012,"481/3875/9053/7430/682/3728/60/8878/10551/7429/55737/9530/5357/10890/1173/23555/9914/10857/51304/10267/4323/54209/7040/3799/51762/10133/999/50848/8673/376267/116372/9528/4035/10434/3958/64689/55022/9368/10519/7879/90196/598/6281/92359/11031/256764/9495/27237/64083/131578/3688/5780/483/254887/23513/391/23163/129303/5318/1213",60
"BP","GO:0055076","transition metal ion homeostasis","35/2428","139/18800",6.36257664080035e-05,0.00178560751781727,0.00141629542801012,"4493/26872/2512/4501/4609/9843/4495/4502/55630/2495/4494/6717/4682/567/475/3934/6280/22/6279/9550/4756/4496/23516/375/4499/25800/84317/147138/147007/80762/10463/10539/64116/28952/8031",35
"BP","GO:1903900","regulation of viral life cycle","35/2428","139/18800",6.36257664080035e-05,0.00178560751781727,0.00141629542801012,"4938/56649/7153/3838/11074/3965/6732/3669/8519/972/5359/3956/9636/26986/5034/10410/10581/6737/4061/8815/7251/558/3123/8638/5886/27350/5987/3434/10465/5478/6590/8724/6780/9217/53840",35
"BP","GO:0009124","nucleoside monophosphate biosynthetic process","16/2428","44/18800",6.65799506905652e-05,0.00184761472459083,0.00146547786176489,"353/7083/132/471/1635/978/54963/7378/5634/7372/318/3251/2618/3615/51727/158",16
"BP","GO:0009126","purine nucleoside monophosphate metabolic process","16/2428","44/18800",6.65799506905652e-05,0.00184761472459083,0.00146547786176489,"353/132/471/51292/4354/204/8573/7498/5634/50808/318/3251/2618/30833/3615/158",16
"BP","GO:0072678","T cell migration","21/2428","67/18800",6.6741231470182e-05,0.00184761472459083,0.00146547786176489,"3627/199/6366/6348/6364/387695/1880/387/6373/10563/102/29108/50848/9943/6387/6558/27347/7474/3695/6278/1893",21
"BP","GO:0140131","positive regulation of lymphocyte chemotaxis","10/2428","20/18800",6.80826860845759e-05,0.00186784696621272,0.00148152552678733,"6366/6348/10563/6351/102/2185/9943/27347/7474/6278",10
"BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","10/2428","20/18800",6.80826860845759e-05,0.00186784696621272,0.00148152552678733,"9709/7494/7009/51060/4976/3303/10525/598/10488/84447",10
"BP","GO:0051304","chromosome separation","27/2428","97/18800",6.86862302968757e-05,0.00187571205880584,0.00148776390480118,"7153/11065/11130/5518/9232/5359/118471/10783/246184/9184/9183/1459/1457/51451/56916/10459/8697/51529/51434/4085/5925/699/56984/55795/9212/80198/891",27
"BP","GO:0043062","extracellular structure organization","64/2428","308/18800",6.8982545477495e-05,0.00187571205880584,0.00148776390480118,"4312/7045/3936/1999/4239/10653/1282/1278/3914/4321/6692/1513/1289/4327/165/1308/4060/1303/4316/6423/60626/6662/84168/10549/4314/4323/7177/102/183/26585/27035/7040/5156/4318/780/1290/30008/1281/11117/1277/55612/2683/1306/4035/7046/64094/1300/5768/256764/2191/5925/871/25975/5644/3569/64856/1520/3688/64116/25903/285590/1284/10049/25",64
"BP","GO:0071357","cellular response to type I interferon","19/2428","58/18800",7.50896147639846e-05,0.00203273567754893,0.00161231077811816,"4938/4615/11277/4321/8519/6772/3429/5777/9636/10410/3326/10581/9641/23170/11140/11274/84166/3434/7474",19
"BP","GO:1904375","regulation of protein localization to cell periphery","32/2428","124/18800",7.77521255429446e-05,0.00209553966551425,0.00166212519709239,"7430/60/8878/10551/7429/5357/1173/10857/4323/102/54209/7040/3799/29899/8673/116372/9528/4035/10434/3958/55022/10519/598/10082/9495/2037/27237/131578/3688/5780/391/1213",32
"BP","GO:1902107","positive regulation of leukocyte differentiation","38/2428","157/18800",7.94268908071205e-05,0.00212198130112648,0.0016830979849268,"3122/3965/2353/3135/7494/55012/972/5105/7305/2547/387/3059/4192/4323/54209/7040/54440/939/9092/259307/6850/11221/558/3123/3146/9760/10456/10288/6659/9308/5925/864/55795/6469/677/942/4920/8767",38
"BP","GO:1903708","positive regulation of hemopoiesis","38/2428","157/18800",7.94268908071205e-05,0.00212198130112648,0.0016830979849268,"3122/3965/2353/3135/7494/55012/972/5105/7305/2547/387/3059/4192/4323/54209/7040/54440/939/9092/259307/6850/11221/558/3123/3146/9760/10456/10288/6659/9308/5925/864/55795/6469/677/942/4920/8767",38
"BP","GO:1903076","regulation of protein localization to plasma membrane","28/2428","103/18800",8.02998227458501e-05,0.00213597528503961,0.00169419763321908,"7430/60/8878/10551/7429/5357/1173/10857/4323/54209/7040/3799/8673/116372/9528/4035/10434/3958/55022/10519/598/9495/27237/131578/3688/5780/391/1213",28
"BP","GO:0002274","myeloid leukocyte activation","51/2428","232/18800",8.34928316761235e-05,0.00221129499651309,0.00175393918444716,"712/11326/5320/4615/8723/199/6813/11277/3965/4495/6348/10537/3459/3725/3329/3516/972/5359/7305/8754/3689/10062/5777/9572/57126/4282/102/914/54209/5880/23210/8773/3694/2207/29108/9111/3937/6850/2896/8673/3146/11314/399687/1075/3569/7474/3430/1437/8530/3949/136",51
"BP","GO:0045229","external encapsulating structure organization","64/2428","310/18800",8.41827651362089e-05,0.00221995757372123,0.00176081010561671,"4312/7045/3936/1999/4239/10653/1282/1278/3914/4321/6692/1513/1289/4327/165/1308/4060/1303/4316/6423/60626/6662/84168/10549/4314/4323/7177/102/183/26585/27035/7040/5156/4318/780/1290/30008/1281/11117/1277/55612/2683/1306/4035/7046/64094/1300/5768/256764/2191/5925/871/25975/5644/3569/64856/1520/3688/64116/25903/285590/1284/10049/25",64
"BP","GO:0051306","mitotic sister chromatid separation","21/2428","68/18800",8.49274513037963e-05,0.00222150588004749,0.00176203818017909,"11065/11130/5518/9232/118471/10783/246184/9184/9183/51451/10459/8697/51529/51434/4085/5925/699/56984/55795/9212/891",21
"BP","GO:0010669","epithelial structure maintenance","13/2428","32/18800",8.5330807749454e-05,0.00222150588004749,0.00176203818017909,"56667/7033/4583/51599/7031/6662/4585/286676/1525/91603/5950/11171/7032",13
"BP","GO:0090114","COPII-coated vesicle budding","13/2428","32/18800",8.5330807749454e-05,0.00222150588004749,0.00176203818017909,"9632/6396/10483/553115/56681/5861/10113/3638/59349/9217/5537/10972/10342",13
"BP","GO:0010818","T cell chemotaxis","12/2428","28/18800",8.58406886856149e-05,0.00222531073465505,0.00176505608760341,"3627/6366/6348/1880/6373/10563/102/9943/6558/27347/7474/6278",12
"BP","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","22/2428","73/18800",8.74711329360975e-05,0.00225801008988627,0.00179099232882705,"8741/3122/3118/3108/3115/3329/4436/3127/3119/567/3113/3109/7374/7040/3117/51010/10459/3123/10039/3120/80762/23529",22
"BP","GO:0030041","actin filament polymerization","40/2428","169/18800",8.87258123734581e-05,0.00228077529454125,0.0018090490713916,"822/283/199/6366/829/2017/7429/10094/9530/6356/387/3059/10435/29108/5217/7114/5216/51734/10109/9168/79778/10093/1236/8976/2059/10456/2185/274/832/10095/5756/10092/6369/8195/6840/148170/22921/7408/50853/25",40
"BP","GO:0010952","positive regulation of peptidase activity","44/2428","192/18800",9.12408883308593e-05,0.00233561403685438,0.00185254567366334,"8915/3965/1512/4609/5366/1365/51107/578/5721/7805/1364/3329/54205/6188/5118/3336/387/6423/84168/27141/57333/1509/10134/29108/6280/5720/6279/6850/2896/7415/65018/3146/7498/9131/64065/112399/1942/26355/9966/27429/834/10213/666/8767",44
"BP","GO:0046686","response to cadmium ion","19/2428","59/18800",9.74696724591492e-05,0.00248466440043781,0.00197076837735385,"4493/4501/4495/2937/2353/3725/4502/1616/4494/847/983/4318/23498/4496/7341/4520/4499/2821/1536",19
"BP","GO:0048545","response to steroid hormone","67/2428","330/18800",9.85800963732609e-05,0.00250254369133448,0.00198494974571187,"3158/1535/3417/6382/2805/6781/199/2629/6696/836/3065/374/2353/6714/1364/2/5106/5901/3312/1616/5105/5931/51569/8754/2706/387/10062/142/4192/56937/9572/2720/7040/6879/1655/79447/2288/85315/952/3303/3304/1277/3291/10728/595/8061/3490/9131/808/133/445/811/5327/6597/3275/7332/3569/6943/677/387758/55809/8031/23019/2821/1536/55325/590",67
"BP","GO:0055069","zinc ion homeostasis","15/2428","41/18800",0.000103302133710079,0.00259394147649766,0.00205744398868812,"4493/4501/4495/4502/55630/4494/6280/6279/4496/23516/4499/25800/147138/10463/64116",15
"BP","GO:0009116","nucleoside metabolic process","20/2428","64/18800",0.000103452389713212,0.00259394147649766,0.00205744398868812,"51071/353/7083/132/10591/471/56952/55276/978/54963/7498/27350/7378/5634/7372/3251/2079/22875/221443/4833",20
"BP","GO:0031638","zymogen activation","20/2428","64/18800",0.000103452389713212,0.00259394147649766,0.00205744398868812,"5646/1718/1512/5328/578/54205/302/2023/4323/27141/29108/715/5230/3816/6281/2161/64065/5327/55848/8767",20
"BP","GO:0052372","modulation by symbiont of entry into host","17/2428","50/18800",0.000105325995812035,0.00263014058113482,0.00208615613616964,"56649/11074/3965/8519/972/3956/5034/10410/10581/6737/55770/2519/4061/3123/5987/8724/53840",17
"BP","GO:0006167","AMP biosynthetic process","8/2428","14/18800",0.000111299868399659,0.00273666160347803,0.00217064572048549,"353/132/471/5634/318/3251/2618/158",8
"BP","GO:1904814","regulation of protein localization to chromosome, telomeric region","8/2428","14/18800",0.000111299868399659,0.00273666160347803,0.00217064572048549,"26354/6950/10574/10575/1736/7203/908/22948",8
"BP","GO:1990173","protein localization to nucleoplasm","8/2428","14/18800",0.000111299868399659,0.00273666160347803,0.00217064572048549,"6950/10574/10575/1736/7203/908/84897/22948",8
"BP","GO:0060249","anatomical structure homeostasis","65/2428","319/18800",0.000111380964247471,0.00273666160347803,0.00217064572048549,"4938/226/56667/7033/10083/4069/6696/60/1512/5284/1513/1365/4583/6714/51599/71/7031/84879/8842/567/5052/6662/54/53832/6513/57333/563/1436/79888/54440/4585/3694/58476/286676/952/1200/794/23498/1281/6850/50848/92211/9476/1525/1499/7879/4520/2185/124220/91603/5925/22954/7414/5950/11171/6558/3569/27347/8195/3688/64116/3908/7032/3300/3988",65
"BP","GO:0010810","regulation of cell-substrate adhesion","48/2428","217/18800",0.000113445797205888,0.00277624554922249,0.0022020426320806,"7070/6385/3611/4680/3728/6366/54453/4321/10551/5328/6714/23603/10562/71/387/4192/4323/5034/26585/5880/780/30008/916/10109/11117/1277/55612/8573/5155/1236/10519/2185/5800/5728/3204/6281/811/998/81/50488/26073/7414/4070/25975/57669/6251/81848/25",48
"BP","GO:1903902","positive regulation of viral life cycle","10/2428","21/18800",0.000114945780841114,0.00280174616408738,0.00222226902779423,"56649/3838/3965/972/3956/5034/6737/7251/558/3123",10
"BP","GO:1903008","organelle disassembly","31/2428","121/18800",0.000115424467520129,0.00280224957257202,0.0022226683177435,"2629/292/7855/8878/1513/2017/7416/51569/9927/10075/983/64422/1459/3799/23192/81631/291/987/51368/10133/7415/65018/643246/10533/11337/11140/10456/27429/219402/28985/6811",31
"BP","GO:0042743","hydrogen peroxide metabolic process","18/2428","55/18800",0.000116860532960319,0.00282590016067681,0.00224142732243425,"1535/3040/10935/25824/847/5052/7001/10549/4314/3043/27035/5880/65018/405753/90527/2878/1536/51",18
"BP","GO:1900180","regulation of protein localization to nucleus","33/2428","132/18800",0.000117854875489029,0.00283872491433811,0.00225159956901958,"3728/53371/6714/5901/9221/51569/3059/142/983/2752/6950/10445/10574/7040/3326/10575/80279/705/1736/999/63928/7203/55612/7341/23607/908/8841/4000/51715/6469/1495/22948/6612",33
"BP","GO:0046598","positive regulation of viral entry into host cell","7/2428","11/18800",0.000121836328281078,0.00287797164642331,0.00228272901189096,"56649/3965/972/3956/5034/6737/3123",7
"BP","GO:0070203","regulation of establishment of protein localization to telomere","7/2428","11/18800",0.000121836328281078,0.00287797164642331,0.00228272901189096,"6950/10574/10575/1736/7203/908/22948",7
"BP","GO:0075294","positive regulation by symbiont of entry into host","7/2428","11/18800",0.000121836328281078,0.00287797164642331,0.00228272901189096,"56649/3965/972/3956/5034/6737/3123",7
"BP","GO:1904869","regulation of protein localization to Cajal body","7/2428","11/18800",0.000121836328281078,0.00287797164642331,0.00228272901189096,"6950/10574/10575/1736/7203/908/22948",7
"BP","GO:1904871","positive regulation of protein localization to Cajal body","7/2428","11/18800",0.000121836328281078,0.00287797164642331,0.00228272901189096,"6950/10574/10575/1736/7203/908/22948",7
"BP","GO:0051604","protein maturation","64/2428","314/18800",0.000124141496543168,0.00292114490711963,0.00231697287070448,"5646/56649/1718/8728/836/30968/1512/5328/7850/6714/51107/578/3329/54205/23555/2653/302/51126/2023/142/28972/29100/10549/4323/102/27141/10418/4706/29108/1725/715/9789/80218/405753/5230/9528/3816/51726/5552/6281/2161/64065/811/5327/6659/55848/79258/871/27429/7941/834/6469/1520/10539/255738/9512/4285/81502/8532/131474/64210/8530/590/8767",64
"BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","19/2428","60/18800",0.000125535378188947,0.0029426262213026,0.00233401126618692,"11065/11130/118471/10783/246184/9184/9183/51451/10459/8697/51529/51434/4085/5925/699/56984/55795/9212/891",19
"BP","GO:0030810","positive regulation of nucleotide biosynthetic process","11/2428","25/18800",0.000127250869592809,0.00294874115032418,0.00233886146194912,"2980/4609/2023/2981/54209/7114/7415/65018/55022/4843/136",11
"BP","GO:0046033","AMP metabolic process","11/2428","25/18800",0.000127250869592809,0.00294874115032418,0.00233886146194912,"353/132/471/204/7498/5634/50808/318/3251/2618/158",11
"BP","GO:1900373","positive regulation of purine nucleotide biosynthetic process","11/2428","25/18800",0.000127250869592809,0.00294874115032418,0.00233886146194912,"2980/4609/2023/2981/54209/7114/7415/65018/55022/4843/136",11
"BP","GO:0071453","cellular response to oxygen levels","39/2428","166/18800",0.00012772415901208,0.00294874115032418,0.00233886146194912,"2168/1958/6781/4609/5366/6714/3516/1179/5105/7009/2023/7291/5034/571/27035/54209/1788/9550/10449/10525/4720/65018/10533/23576/5230/360/5728/1386/9131/112399/4000/84317/26355/147007/5163/677/51142/1536/2021",39
"BP","GO:0050670","regulation of lymphocyte proliferation","50/2428","230/18800",0.000130534100449347,0.00299168868847278,0.0023729262837631,"6385/11326/4615/199/836/2214/3965/3115/5573/3135/51237/972/6188/1880/7305/4332/3113/7412/3109/970/5777/1947/4282/5880/54440/29108/3620/1725/952/259307/6850/916/3105/3123/3146/3958/1499/10288/11314/7293/1026/3569/80762/6469/942/23513/1493/51293/23529/8767",50
"BP","GO:0007088","regulation of mitotic nuclear division","29/2428","111/18800",0.00013056241906215,0.00299168868847278,0.0023729262837631,"1104/11130/118471/23113/3643/9184/9183/54998/9820/51451/4288/10459/5159/8697/7039/51529/5155/51434/4085/23636/5925/998/699/56984/55795/79866/9212/891/10040",29
"BP","GO:0010965","regulation of mitotic sister chromatid separation","20/2428","65/18800",0.000131477343546904,0.0030014118948506,0.00238063846720828,"11065/11130/9232/118471/10783/246184/9184/9183/51451/10459/8697/51529/51434/4085/5925/699/56984/55795/9212/891",20
"BP","GO:0002699","positive regulation of immune effector process","53/2428","248/18800",0.000132753936143538,0.00301272740872467,0.00238961362574986,"8741/3122/3136/8723/7855/6813/8915/3965/3135/7494/7805/3329/4436/51237/972/5105/7305/567/3689/3109/5777/57126/4282/6223/54209/563/5880/7040/54440/51010/144811/6850/8673/10459/3105/3123/10417/1653/4189/11314/7293/5950/399687/8140/4843/3569/9188/7474/942/2821/23529/136/8767",53
"BP","GO:0070663","regulation of leukocyte proliferation","54/2428","254/18800",0.000132957894794976,0.00301272740872467,0.00238961362574986,"6385/11326/4615/199/836/2214/3965/3115/5573/3135/51237/972/2950/6188/1880/7305/4332/3113/7412/3109/970/5777/1947/4282/26585/5880/1436/54440/29108/3620/1725/952/259307/6850/916/3105/3123/3146/3958/1499/10288/11314/7293/1026/3569/80762/6469/942/23513/1493/51293/23529/1437/8767",54
"BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","24/2428","85/18800",0.000133579669473635,0.00301564729830147,0.00239192960292661,"2168/1718/5329/960/6714/7429/1800/10935/3476/25824/6423/55011/4318/939/1457/80196/6195/55795/330/2810/2821/64780/10049/8530",24
"BP","GO:0007163","establishment or maintenance of cell polarity","48/2428","219/18800",0.000143256630727746,0.00322222083379541,0.00255577812559949,"3611/9053/10653/6366/60/10096/378/10890/10487/1045/387/6351/9948/1741/9183/5880/3326/29899/51248/9793/2195/6993/55612/10253/390/9368/1236/11004/4085/389/2185/3993/9826/29984/998/4000/10015/399687/10092/6469/64083/7474/3688/84612/23513/391/1495/55968",48
"BP","GO:0035967","cellular response to topologically incorrect protein","30/2428","117/18800",0.000145255682252497,0.00325521708432518,0.00258194985611725,"1965/27248/3309/9709/10551/7494/91319/578/550/3329/3312/1616/7009/54788/80279/10956/23753/10133/3303/7415/3304/595/3313/4189/57414/3310/10488/6048/9217/666",30
"BP","GO:0072593","reactive oxygen species metabolic process","50/2428","231/18800",0.000146067733649142,0.0032614685929396,0.0025869083831062,"1535/3692/873/3040/5366/378/1728/9644/2950/2773/10935/7305/25824/847/387/3689/5052/7001/51181/10549/4314/26574/57126/3043/54/183/27035/5880/4688/7040/22/6850/65018/405753/5159/5155/55022/10901/2185/7498/90527/140823/1026/10131/51167/4843/2878/285590/1536/51",50
"BP","GO:0005996","monosaccharide metabolic process","55/2428","261/18800",0.000147626295320161,0.00327641804982055,0.00259876588662836,"4938/226/7033/2171/100131187/80201/2542/4609/5366/7167/6714/2597/2203/5106/5226/5105/3784/2023/10327/51181/5236/3643/8790/2720/5499/6513/3636/84649/2519/5372/55276/2517/2026/51451/92579/23516/2683/5230/2641/51094/5211/5160/3795/1468/282969/3101/5950/2875/3170/5163/8445/230/2821/1737/11164",55
"BP","GO:0051783","regulation of nuclear division","34/2428","139/18800",0.00014799405539934,0.00327641804982055,0.00259876588662836,"1104/11130/991/118471/23113/3643/9184/9183/54998/9820/51451/7320/4288/10459/5159/8697/7039/51529/5155/51434/4085/23636/811/5925/998/699/56984/55795/79866/10635/9212/7474/891/10040",34
"BP","GO:0042542","response to hydrogen peroxide","32/2428","128/18800",0.000148343870513287,0.00327641804982055,0.00259876588662836,"2168/6382/5603/836/374/3040/6714/578/5831/1728/10935/6188/6772/847/8754/983/3043/4233/7295/10280/65018/558/1277/5159/2185/8061/9131/10131/3569/328/2021/25",32
"BP","GO:0006403","RNA localization","44/2428","196/18800",0.000150611899673989,0.00330117020323606,0.00261839862303096,"53371/79228/84271/9972/3181/10204/5901/10212/3178/6432/7884/55011/6396/11052/7263/6950/6426/10574/10575/51602/9793/1736/8086/7203/23180/22916/1070/4869/23636/908/8480/10128/29107/55795/29072/29074/55651/55677/677/26993/3182/1984/84248/22948",44
"BP","GO:0001836","release of cytochrome c from mitochondria","18/2428","56/18800",0.000151622887726272,0.00330117020323606,0.00261839862303096,"27069/5329/5366/578/5716/79017/638/27141/29108/4318/4976/599/65018/598/4000/26355/2810/666",18
"BP","GO:0031529","ruffle organization","18/2428","56/18800",0.000151622887726272,0.00330117020323606,0.00261839862303096,"7168/199/6366/23603/79574/9530/5341/3636/1436/5217/5216/1236/2059/57175/4070/26751/391/54869",18
"BP","GO:0060337","type I interferon signaling pathway","18/2428","56/18800",0.000151622887726272,0.00330117020323606,0.00261839862303096,"4938/4615/11277/4321/8519/6772/3429/5777/9636/10410/3326/10581/9641/23170/11140/11274/84166/7474",18
"BP","GO:0051983","regulation of chromosome segregation","25/2428","91/18800",0.000157876244446974,0.00342513072172548,0.00271672074244326,"11065/11130/9232/5359/118471/10783/246184/9184/9183/1459/1457/51451/4288/10459/8697/51529/11004/51434/4085/5925/699/56984/55795/9212/891",25
"BP","GO:0045621","positive regulation of lymphocyte differentiation","28/2428","107/18800",0.00016421397829755,0.00355003929054561,0.00281579482965112,"3122/3965/3135/7494/55012/972/5105/2547/387/4192/4323/54440/939/9092/259307/6850/11221/558/3123/9760/10288/6659/9308/864/55795/6469/942/8767",28
"BP","GO:0006446","regulation of translational initiation","23/2428","81/18800",0.0001665833498247,0.00358858075432224,0.00284636487283865,"1965/1982/8892/57409/5499/27335/9689/7812/3646/23521/22916/1983/4869/8872/1653/1974/1978/51247/10289/5936/28969/7458/5611",23
"BP","GO:2000379","positive regulation of reactive oxygen species metabolic process","21/2428","71/18800",0.000168554781687813,0.00361642898637688,0.00286845333480109,"1535/873/2950/2773/7305/3689/51181/57126/183/7040/6850/405753/5159/5155/55022/10901/2185/7498/90527/140823/1026",21
"BP","GO:0001819","positive regulation of cytokine production","89/2428","475/18800",0.000169123452931336,0.00361642898637688,0.00286845333480109,"1535/4938/1958/4615/5603/199/7855/8915/30968/3965/4321/6288/6348/3459/3115/3135/6714/7494/2597/7805/3329/972/4060/6188/7305/6772/4332/567/3113/7291/4192/9636/3603/4282/914/719/183/27035/54209/7040/1436/63940/54440/115362/2207/29108/10146/3620/3303/144811/6850/916/23180/3304/3105/55612/3146/965/84632/1236/10417/1386/1653/10288/10555/5142/9308/22954/3394/5987/1652/8140/4843/3569/834/29072/9188/10564/5861/7474/942/23513/1536/10621/1437/10972/25/136/8767",89
"BP","GO:0022604","regulation of cell morphogenesis","62/2428","305/18800",0.000169649414692737,0.00361642898637688,0.00286845333480109,"3611/7430/226/7168/6357/56882/960/6678/6348/1365/6714/7429/23603/1364/51188/10562/6356/84879/387/3689/1072/4192/10435/9948/5034/7852/79784/5880/1436/55660/30011/9820/50848/10109/103910/23268/23370/10672/390/9368/2059/10519/389/2185/6281/152503/811/29984/998/57175/832/81/4070/6369/7474/148170/81848/3706/391/118987/1690/25",62
"BP","GO:0000302","response to reactive oxygen species","45/2428","203/18800",0.000173292660095035,0.00368126560576884,0.00291987998186445,"2168/6382/7351/7168/5603/11277/836/374/3040/2353/3725/6714/578/5831/1728/2950/10935/6188/6772/25824/847/8754/5052/983/7001/3043/4233/5156/4318/7295/10280/65018/558/1277/5159/2185/8061/9131/140823/10131/3569/328/2021/6278/25",45
"BP","GO:0031960","response to corticosteroid","37/2428","157/18800",0.000175558811091183,0.00371650105970885,0.00294782778776308,"3158/1535/6382/2805/6781/199/2629/836/374/2353/6714/2/5106/5901/5105/8754/2706/387/142/4192/2720/1277/3291/595/8061/3490/9131/808/133/445/5327/7332/3569/677/387758/1536/590",37
"BP","GO:0000423","mitophagy","13/2428","34/18800",0.00017749431830222,0.00374451806680339,0.0029700501175072,"292/8878/7416/9927/10075/23192/81631/291/987/10133/65018/11140/27429",13
"BP","GO:0032944","regulation of mononuclear cell proliferation","50/2428","233/18800",0.000182261432612028,0.00383187438048242,0.00303933877497359,"6385/11326/4615/199/836/2214/3965/3115/5573/3135/51237/972/6188/1880/7305/4332/3113/7412/3109/970/5777/1947/4282/5880/54440/29108/3620/1725/952/259307/6850/916/3105/3123/3146/3958/1499/10288/11314/7293/1026/3569/80762/6469/942/23513/1493/51293/23529/8767",50
"BP","GO:0030277","maintenance of gastrointestinal epithelium","10/2428","22/18800",0.0001863964658241,0.00390538896545152,0.00309764854884319,"56667/7033/4583/7031/6662/4585/91603/5950/11171/7032",10
"BP","GO:1990778","protein localization to cell periphery","67/2428","337/18800",0.000187440749212192,0.00391386520027368,0.00310437166828886,"481/3875/9053/7430/682/3728/60/8878/10551/7429/55737/9530/5357/10890/1173/23555/9914/4682/10857/51304/10267/4323/102/54209/7040/3799/29899/51248/51762/10133/999/50848/8673/376267/116372/9528/4035/10434/3958/64689/55022/9368/10519/7879/90196/598/6281/92359/11031/256764/10082/9495/2037/27237/64083/131578/3688/5780/483/254887/23513/200894/391/23163/129303/5318/1213",67
"BP","GO:0046596","regulation of viral entry into host cell","15/2428","43/18800",0.000191754721704894,0.00398353774930371,0.00315963404351097,"56649/11074/3965/8519/972/3956/5034/10410/10581/6737/4061/3123/5987/8724/53840",15
"BP","GO:0090501","RNA phosphodiester bond hydrolysis","36/2428","152/18800",0.000192079705139685,0.00398353774930371,0.00315963404351097,"283/8635/28987/27044/51110/3669/2237/11052/28960/29894/563/51010/6039/22916/88745/23357/56915/79897/79869/25996/22803/6038/255967/114034/23283/23246/54512/55651/1478/328/23019/10171/2021/51692/10607/29777",36
"BP","GO:0046037","GMP metabolic process","11/2428","26/18800",0.000194923569811513,0.004015294276454,0.00318482245908586,"353/132/471/51292/4354/8573/7498/3251/2618/3615/158",11
"BP","GO:1901623","regulation of lymphocyte chemotaxis","11/2428","26/18800",0.000194923569811513,0.004015294276454,0.00318482245908586,"3627/6366/6348/10563/6351/102/2185/9943/27347/7474/6278",11
"BP","GO:2000278","regulation of DNA biosynthetic process","30/2428","119/18800",0.000200878874581965,0.00410089050773959,0.00325271506696022,"25849/4609/64769/6714/3181/54921/3178/6950/7520/10574/26585/3326/10575/1736/7203/100134934/5159/5155/10728/64094/1499/2185/908/51659/10039/1026/9212/3183/5983/22948",30
"BP","GO:0008064","regulation of actin polymerization or depolymerization","37/2428","158/18800",0.000201184466714875,0.00410089050773959,0.00325271506696022,"822/6366/829/2017/7429/10094/9530/6356/5341/387/3059/10435/9948/29108/5217/7114/5216/10109/9168/10093/1236/2059/10456/2185/274/832/10095/6387/5756/10092/6369/8195/6840/148170/11034/7408/50853",37
"BP","GO:0051017","actin filament bundle assembly","37/2428","158/18800",0.000201184466714875,0.00410089050773959,0.00325271506696022,"6385/3936/7430/7168/199/10083/6714/7429/9530/5357/71/5341/387/4233/5217/7184/5216/50848/7984/7126/23370/55160/7046/2059/389/2185/4082/6281/29984/998/57175/4070/3925/8195/85415/64780/25",37
"BP","GO:0009132","nucleoside diphosphate metabolic process","32/2428","130/18800",0.000201760059305266,0.00410089050773959,0.00325271506696022,"3692/226/11277/80201/4609/7167/2597/955/2203/3939/2023/5315/5236/3643/29922/4354/2026/204/5230/5211/8573/2027/3101/7372/50808/6241/230/51727/2821/11164/4833/4830",32
"BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","19/2428","62/18800",0.000203669120375794,0.00412598569026194,0.00327261988474176,"11065/11130/118471/10783/246184/9184/9183/51451/10459/8697/51529/51434/4085/5925/699/56984/55795/9212/891",19
"BP","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","22/2428","77/18800",0.000207614207334217,0.00419202548010145,0.00332500085395428,"2168/1718/5329/960/6714/7429/1800/10935/3476/25824/6423/55011/4318/939/1457/80196/6195/330/2810/2821/64780/10049",22
"BP","GO:0006801","superoxide metabolic process","21/2428","72/18800",0.000209343023095427,0.00421302833979546,0.00334165975231966,"1535/1728/9644/2950/2773/7305/3689/5052/7001/26574/57126/54/183/27035/4688/7040/6850/51167/4843/285590/1536",21
"BP","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","8/2428","15/18800",0.00021146964823632,0.00424187314068788,0.00336453866564084,"6950/10574/10575/1736/7203/908/55651/22948",8
"BP","GO:0048146","positive regulation of fibroblast proliferation","16/2428","48/18800",0.000217097626738357,0.00434030982235563,0.00344261597031356,"4609/56034/3725/972/4282/183/5156/5159/5155/79621/1026/7474/891/648/25/7472",16
"BP","GO:0034620","cellular response to unfolded protein","26/2428","98/18800",0.000218126126087216,0.00434030982235563,0.00344261597031356,"1965/27248/3309/9709/10551/7494/91319/578/3329/3312/1616/7009/80279/10956/10133/3303/7415/3304/595/3313/4189/57414/3310/10488/9217/666",26
"BP","GO:0051258","protein polymerization","57/2428","277/18800",0.00021850529998129,0.00434030982235563,0.00344261597031356,"822/283/199/11065/6366/829/2017/22919/7429/10094/9530/6356/6188/22974/387/3059/10435/440145/29082/4233/29108/5217/2288/7114/9793/27175/3303/27243/5216/51734/10109/65018/3304/9168/7417/79778/10093/1236/8976/2059/10456/2185/274/22954/832/10095/3925/5756/10092/6369/8195/6840/148170/22921/7408/50853/25",57
